Date,Close,High,Low,Open,Volume,Return,Volatility_10,SMA_10,SMA_20,SMA_50,EMA_10,EMA_20,EMA_50,RSI_14,MACD,MACD_Signal,BB_Upper,BB_Lower,BB_Middle,BB_Width,ATR_14,Momentum_10
2015-03-31,8491.0,8550.4501953125,8454.150390625,8527.599609375,167200,-0.0001530568535489385,0.00978667980778937,8518.29521484375,8649.427636718749,8714.49599609375,8516.417291981814,8590.837008753237,8616.51524021905,41.695227622800125,-76.29390624167536,-47.9237265372673,9004.755545638869,8294.099727798628,8649.427636718749,0.0821621785496359,118.36638879733216,-232.2998046875
2015-04-01,8586.25,8603.400390625,8464.75,8483.7001953125,125500,0.011217759981156483,0.010685792968693307,8508.330175781251,8628.92763671875,8715.945,8529.11414798512,8590.400150776737,8615.328368053599,48.00674251195621,-66.60474401527972,-51.65993003286978,8945.163989262295,8312.691284175206,8628.92763671875,0.07329679094719987,119.815246070737,-99.650390625
2015-04-06,8659.900390625,8667.5498046875,8573.75,8615.7998046875,146900,0.00857771327704171,0.010941154054578654,8510.855175781251,8615.79013671875,8718.12900390625,8552.893464828732,8597.019221238477,8617.07629050738,52.30595052333534,-52.37924679072239,-51.803793384440304,8900.953127186705,8330.627146250794,8615.79013671875,0.06619543557651177,117.95700025764864,25.25
2015-04-07,8660.2998046875,8693.599609375,8586.849609375,8684.4501953125,148700,4.612224673294918e-05,0.010605090672647283,8519.795117187501,8601.917626953127,8717.4230078125,8572.4218902576,8603.045943471718,8618.77133027915,52.328971774876386,-40.60513762358096,-49.564062232268434,8845.026525798517,8358.808728107737,8601.917626953127,0.05652434942730358,117.15650023924518,89.3994140625
2015-04-08,8714.400390625,8730.5,8679.7998046875,8698.9501953125,148200,0.006246964557533818,0.010644461320907425,8536.1451171875,8599.800146484376,8717.121015625,8598.236163051672,8613.651128914888,8622.5214895084,55.46465952863843,-26.60195535090861,-44.97164085599647,8837.917248690243,8361.68304427851,8599.800146484376,0.05537735718270362,113.80247845876337,163.5
2015-04-09,8778.2998046875,8785.5,8682.4501953125,8756.2001953125,152700,0.007332623152276119,0.010716775292793785,8559.680078125,8603.112646484375,8717.45900390625,8630.975006985458,8629.331955178946,8628.630443044834,58.90313970569543,-10.230255806352943,-38.02336384606777,8849.504086147183,8356.721206821567,8603.112646484375,0.05727960327556439,113.03443033224457,235.349609375
2015-04-10,8780.349609375,8787.400390625,8733.599609375,8774.349609375,139000,0.0002335081659441407,0.010657377217087639,8584.63505859375,8607.1326171875,8716.35400390625,8658.134025601737,8643.714588911904,8634.580214273468,59.01246328852935,2.8766756159475335,-29.84335595366471,8862.63161262207,8351.633621752932,8607.1326171875,0.05936913181153169,108.80345539779853,249.5498046875
2015-04-13,8834.0,8841.650390625,8762.099609375,8801.75,121600,0.006110279546012176,0.006009020451369219,8633.820019531251,8610.032617187502,8714.82400390625,8690.109657310511,8661.837009015531,8642.40059802745,61.87137930051252,17.39265959363729,-20.39615284420431,8874.752196953516,8345.313037421489,8610.032617187502,0.06149095863761894,106.71397867295579,491.849609375
2015-04-16,8706.7001953125,8760.0,8645.650390625,8757.0498046875,142900,-0.014410211080767454,0.008673839610882238,8670.35,8612.980126953127,8710.672011718752,8693.126118765418,8666.109693424767,8644.922150862158,52.51198862141816,18.412404392043754,-12.6344413969547,8880.763004043214,8345.19724986304,8612.980126953127,0.06218123649260435,112.54509515167324,365.2998046875
2015-04-17,8606.0,8699.849609375,8596.7001953125,8698.0498046875,150400,-0.01156582781691673,0.008514377877013202,8681.72001953125,8611.622607421876,8703.745019531252,8677.285006262615,8660.384960717645,8643.39579200482,46.51738673707583,10.968457763106926,-7.913861564942375,8879.250178359234,8343.995036484517,8611.622607421876,0.062154969658495096,112.36330264083944,113.7001953125
2015-04-20,8448.099609375,8619.9501953125,8422.75,8618.7998046875,148900,-0.01834770981001632,0.010570305200364763,8677.42998046875,8597.86259765625,8696.529003906251,8635.61493410123,8640.167308208822,8635.737118176201,38.999460580453196,-7.584733380796024,-7.848035928113106,8869.581365415093,8326.143829897408,8597.86259765625,0.06320612004963008,118.42308068881519,-42.900390625
2015-04-21,8377.75,8469.349609375,8352.7001953125,8416.099609375,407800,-0.008327270348106652,0.00996140524256464,8656.57998046875,8582.455078125002,8688.13599609375,8588.730400628277,8615.175183617506,8625.619976286938,36.19293071866109,-27.646208291196672,-11.807670400729819,8867.761465998914,8297.14869025109,8582.455078125002,0.06648596124927057,118.29639021550696,-208.5
2015-04-22,8429.7001953125,8449.9501953125,8284.7001953125,8400.400390625,171800,0.006200972255378856,0.009694893557475341,8633.5599609375,8572.207568359376,8681.59900390625,8559.815817843592,8597.51089901703,8617.936847621275,39.64691772804502,-38.90465643491552,-17.22706760756696,8864.26315626077,8280.151980457982,8572.207568359376,0.06814011106763011,121.6502194858279,-230.2001953125
2015-04-23,8398.2998046875,8504.9501953125,8361.849609375,8478.2001953125,156000,-0.0037249712205020824,0.00965169929417735,8607.3599609375,8563.5775390625,8675.090996093748,8530.449269997029,8578.538413842789,8609.323630251323,38.2974745923461,-49.78689447275792,-23.739032980605153,8865.818596203966,8261.336481921035,8563.5775390625,0.07058756828271882,123.18238851809019,-262.0
2015-04-24,8305.25,8413.2998046875,8273.349609375,8405.7001953125,173600,-0.011079600258562361,0.00935282651871892,8566.444921875001,8551.295019531251,8666.961992187498,8489.503948179386,8552.51094585776,8597.399174163036,34.54517384431674,-65.16826887095158,-32.024880158674435,8874.91470229071,8227.675336771794,8551.295019531251,0.07568904640064616,124.38008900340519,-409.150390625
2015-04-27,8213.7998046875,8334.4501953125,8202.349609375,8330.5498046875,171500,-0.011011130948797465,0.008475808703142457,8509.994921875,8534.837500000001,8658.016992187499,8439.375922089952,8520.252741936783,8582.356061634584,31.299405998362793,-83.77171716943849,-42.37424756082724,8891.984810178894,8177.69018982111,8534.837500000001,0.0836916485355209,124.93155307012626,-564.5
2015-04-28,8285.599609375,8308.0,8185.14990234375,8215.5498046875,174600,0.008741362876475867,0.009590756153773807,8460.519921875,8522.577490234375,8653.2019921875,8411.416592505415,8497.904824549947,8570.718553702836,36.35549050099443,-91.66478520977034,-52.23235509061587,8896.737467811876,8148.417512656873,8522.577490234375,0.08780441785509929,124.78287768342082,-494.75
2015-04-29,8239.75,8308.2001953125,8219.2001953125,8274.7998046875,160400,-0.005533650132347967,0.00865297589010848,8401.094921875001,8517.457470703124,8646.68599609375,8380.204484777158,8473.318650783285,8557.739394734097,34.60411742420814,-100.46171863641575,-61.87822779977585,8904.590707894717,8130.324233511532,8517.457470703124,0.0909034740761985,122.22695784889078,-594.25
2015-04-30,8181.5,8229.400390625,8144.75,8224.5,267700,-0.007069389241178392,0.008247476304910626,8348.574902343751,8509.462451171876,8637.76798828125,8344.076396635855,8445.526398327735,8542.984908666094,32.46437877765092,-110.85576370132003,-71.67373498008469,8917.92184187053,8101.003060473221,8509.462451171876,0.09600122053359635,120.28217514539858,-525.2001953125
2015-05-04,8331.9501953125,8346.0,8220.4501953125,8230.0498046875,131700,0.01838907233545184,0.011038288882223331,8321.169921875,8501.444970703125,8630.17599609375,8341.87163275888,8434.709617088189,8534.709037554188,42.37547751500026,-105.73420777338288,-78.48582953874433,8917.546184471248,8085.343756935002,8501.444970703125,0.09788952706323498,123.44059120644154,-274.0498046875
2015-05-05,8324.7998046875,8355.650390625,8280.599609375,8338.400390625,155500,-0.0008581893143123631,0.009667848341549911,8308.839941406251,8493.1349609375,8620.561992187499,8338.76766401863,8424.242015907172,8526.477302931966,42.059558830669495,-101.08704602473153,-83.00607283594178,8916.686197504869,8069.583724370129,8493.1349609375,0.09973966939543769,119.98417620955286,-123.2998046875
2015-05-06,8097.0,8331.9501953125,8083.0,8316.599609375,209600,-0.02736399793773192,0.012605419547425802,8280.76494140625,8468.6724609375,8606.315,8294.809906924333,8393.076109630298,8509.635055758165,33.49273897527064,-114.46618239587588,-89.2980947479286,8924.83807170937,8012.50685016563,8468.6724609375,0.10773013429813803,129.19603471690624,-280.75
2015-05-07,8057.2998046875,8122.60009765625,7997.14990234375,8077.0,161600,-0.004903074634123761,0.012153433067844357,8243.52490234375,8438.542431640624,8590.07900390625,8251.62625197218,8361.09741392146,8491.896418461276,32.259529289455685,-126.81092097488363,-96.80065999331961,8920.406471004131,7956.678392277117,8438.542431640624,0.11420551434492762,128.92847475944865,-372.400390625
2015-05-08,8191.5,8224.9501953125,8123.4501953125,8131.5,183100,0.01665572816769534,0.013873996119961336,8222.844921875,8415.10244140625,8576.0030078125,8240.694206159056,8344.945279262272,8480.116166756912,40.26619392006967,-124.33215731840937,-102.30695945833757,8897.155395854237,7933.049486958264,8415.10244140625,0.11456852909503747,131.69432589270232,-206.7998046875
2015-05-11,8325.25,8332.75,8224.650390625,8243.2001953125,192000,0.01632790087285607,0.014654736760093526,8224.844921875,8395.644921875,8565.836015624998,8256.06798685741,8343.06953838015,8474.042983746836,46.99098076383815,-110.30369966939361,-103.90630750054879,8857.837360545776,7933.452483204224,8395.644921875,0.110102902867301,132.37687404322358,20.0
2015-05-12,8126.9501953125,8326.650390625,8115.2998046875,8326.150390625,173400,-0.02381908107113906,0.01623164080504887,8216.159960937499,8363.07744140625,8553.276015624999,8232.592024758334,8322.48674380228,8460.43150184745,39.83126734252978,-113.87450844174055,-105.89994768878715,8802.996828828342,7923.15805398416,8363.07744140625,0.10520514499698774,138.01785346424333,-86.849609375
2015-05-13,8235.4501953125,8254.9501953125,8089.7998046875,8181.5498046875,169800,0.013350641678914421,0.01659851161607526,8211.14501953125,8335.832470703124,8542.74302734375,8233.111692131819,8314.197548708014,8451.608705512746,44.78811780835314,-106.71916479110769,-106.06379110925127,8732.28780528261,7939.377136123638,8335.832470703124,0.09512075391938526,139.95589183286882,-50.1494140625
2015-05-14,8224.2001953125,8236.25,8137.2998046875,8232.4501953125,134800,-0.0013660455388829762,0.01650967437693649,8209.590039062501,8305.34248046875,8531.88203125,8231.49141998285,8305.626372194156,8442.69072472058,44.37986572913901,-100.79438939769352,-105.00991076693973,8627.273509720542,7983.411451216956,8305.34248046875,0.07752384203513867,137.02691350998532,-15.5498046875
2015-05-15,8262.349609375,8279.2001953125,8212.2001953125,8240.2998046875,129800,0.004638677701966021,0.01637238335992235,8217.675,8283.124951171874,8523.452031249999,8237.101999872331,8301.504775735188,8435.618524118792,46.17169381809543,-91.9605592423377,-102.40004046201932,8543.964099273353,8022.285803070396,8283.124951171874,0.06298085556818164,132.02499111641495,80.849609375
2015-05-18,8373.650390625,8384.599609375,8271.9501953125,8284.9501953125,148700,0.013470838987944989,0.01586138551107602,8221.84501953125,8271.507470703125,8514.033046875,8261.92898000918,8308.375786677076,8433.188401236683,51.119316807864855,-75.11278885859974,-96.9425901413354,8488.8712364336,8054.14370497265,8271.507470703125,0.05255723131493421,131.32677746524246,41.7001953125
2015-05-19,8365.650390625,8427.7998046875,8335.0,8356.2001953125,140300,-0.0009553778372400901,0.01586241709732901,8225.930078125,8267.385009765627,8502.2110546875,8280.787418302963,8313.830510862592,8430.539851800932,50.758182783370835,-61.695159197739486,-89.89310395261623,8473.482326506308,8061.287693024946,8267.385009765627,0.049857921579129084,128.57485083826086,40.8505859375
2015-05-20,8423.25,8440.349609375,8391.4501953125,8392.650390625,123600,0.006885251795789804,0.012492293395578934,8258.555078125002,8269.660009765626,8490.7510546875,8306.689705884242,8324.251414589964,8430.253975259719,53.31542022878388,-45.88485191560903,-81.0914535452148,8481.802685418716,8057.517334112538,8269.660009765626,0.051306262990877434,124.72659140338509,326.25
2015-05-21,8421.0,8446.349609375,8382.5,8434.5,143800,-0.00026711779894939003,0.01220676597065103,8294.92509765625,8269.225,8480.718046875,8327.473395723471,8333.465565581395,8429.891074269142,53.19919785786123,-33.15444191490133,-71.5040512191521,8480.017286107879,8058.432713892122,8269.225,0.05098235593006084,120.37823554421472,363.7001953125
2015-05-22,8458.9501953125,8489.5498046875,8420.599609375,8432.5,187300,0.004506613859696085,0.011442287528189682,8321.6701171875,8272.257519531251,8471.14205078125,8351.378268376022,8345.416482698643,8431.030647643393,54.98174779261371,-19.775279559904448,-61.158296887302576,8492.405801367971,8052.109237694531,8272.257519531251,0.053225683875759,116.70480409909224,267.4501953125
2015-05-25,8370.25,8441.9501953125,8364.150390625,8438.150390625,121300,-0.010485957862909845,0.01118302551491089,8326.170117187501,8275.507519531251,8463.412050781251,8354.809492307653,8347.781579584487,8428.647092833848,50.171769964983305,-16.14346959661634,-52.15533142916534,8499.590580231295,8051.424458831207,8275.507519531251,0.05415572644243989,115.14016128397851,45.0
2015-05-26,8339.349609375,8378.900390625,8320.0498046875,8377.099609375,116800,-0.0036916926764433144,0.007507949486357336,8347.410058593752,8281.785009765625,8455.958046875001,8351.998604501716,8346.97853480263,8425.145230737422,48.57742213781837,-15.579051702627112,-44.840075483857696,8505.623588177954,8057.946431353295,8281.785009765625,0.054055636109458474,111.11947733065863,212.3994140625
2015-05-27,8334.599609375,8342.849609375,8277.9501953125,8302.75,165500,-0.0005695887835976965,0.006520526780440193,8357.325,8284.235009765625,8448.65103515625,8348.835150842313,8345.79958952381,8421.594422056543,48.323211474242484,-15.338222279100592,-38.93970484290627,8509.31857291195,8059.151446619299,8284.235009765625,0.05434021678066652,107.81804424007586,99.1494140625
2015-05-28,8319.0,8364.5,8270.150390625,8345.7001953125,232300,-0.00187166871908917,0.006544693910240541,8366.80498046875,8288.197509765625,8439.511035156249,8343.410577961891,8343.247247664398,8417.57111138766,47.44508846322938,-16.219156985407608,-34.39559527140654,8512.773395297123,8063.621624234127,8288.197509765625,0.05419173113741315,106.85601317828474,94.7998046875
2015-05-29,8433.650390625,8443.900390625,8305.7001953125,8327.099609375,363900,0.013781751487558669,0.0076320619011539925,8383.93505859375,8300.805029296875,8435.22904296875,8359.81781662791,8351.857070803502,8418.201671357752,54.053518906374926,-7.578614189946165,-29.032199055114468,8528.450298454236,8073.159760139513,8300.805029296875,0.054848961842594725,109.09488333072869,171.30078125
2015-06-01,8433.400390625,8467.150390625,8405.400390625,8417.25,122200,-2.964315431874809e-05,0.00650398716400717,8389.91005859375,8305.877539062501,8431.234042968748,8373.196466445563,8359.623101262692,8418.797699564311,54.03756268990714,-0.7425351998845144,-23.37426628406848,8540.84815405817,8070.906924066832,8305.877539062501,0.05657935934899197,105.71310594996237,59.75
2015-06-02,8236.4501953125,8445.349609375,8226.0498046875,8442.7998046875,146800,-0.023353592405198742,0.010042902847514787,8376.9900390625,8301.460058593751,8421.49705078125,8348.333508057733,8347.892348315054,8411.646817044631,43.21477190678404,-11.08929760924002,-20.91727254910279,8538.247759789889,8064.672357397615,8301.460058593751,0.05704724217784121,113.8264415740722,-129.2001953125
2015-06-03,8135.10009765625,8236.7001953125,8094.14990234375,8232.4501953125,171400,-0.012305070176218624,0.010093904858971789,8348.175048828125,8303.365063476562,8410.481044921875,8309.563797075643,8327.626419680882,8400.801847656852,38.89742629339453,-27.15426970756016,-22.164671980794267,8533.753346027752,8072.976780925372,8303.365063476562,0.055492750418642454,115.87814524512062,-288.14990234375
2015-06-04,8130.64990234375,8160.0498046875,8056.75,8155.14990234375,154700,-0.0005470363313393456,0.010084547274798848,8319.1400390625,8307.032568359375,8400.40103515625,8277.033998033481,8308.86675136306,8390.207653723006,38.71453282415335,-39.78633727724082,-25.68900504008358,8522.799263492461,8091.265873226288,8307.032568359375,0.05194795936034236,114.97969234814772,-290.35009765625
2015-06-05,8114.7001953125,8191.0,8100.14990234375,8119.14990234375,162100,-0.001961676769116849,0.009717802305521153,8284.715039062501,8303.192578125001,8391.277031250002,8247.51876117512,8290.374698405865,8379.403439667693,38.02445409527445,-50.50219206193651,-30.65164244445417,8530.064475125668,8076.320681124334,8303.192578125001,0.0546469071663753,113.25614987015503,-344.25
2015-06-08,8044.14990234375,8131.0,8030.5498046875,8124.35009765625,135900,-0.008694134258897646,0.009602881110931672,8252.105029296874,8289.13757324219,8381.142021484375,8210.542605023962,8266.92471782852,8366.256242125577,35.04850871227889,-63.95022482737477,-37.31135892103829,8543.428036503668,8034.847109980709,8289.13757324219,0.06135510745589354,112.34143883032253,-326.10009765625
2015-06-09,8022.39990234375,8057.14990234375,8005.14990234375,8026.5,136000,-0.0027038282806817193,0.0096106171616549,8220.41005859375,8283.91005859375,8370.731015625,8176.3348409002865,8243.636640163304,8352.771679781192,34.160870438808935,-75.49269807861674,-44.94762675255398,8555.92011643058,8011.900000756921,8283.91005859375,0.06567190032553413,108.03133605672807,-316.94970703125
2015-06-10,8124.4501953125,8152.25,8023.7998046875,8024.14990234375,136800,0.012720668903445809,0.01093813893424245,8199.3951171875,8278.360058593751,8362.604023437501,8166.901268975234,8232.285550177514,8343.817896076538,41.63039422004555,-75.53486659329428,-51.06507472070204,8558.928290122221,7997.79182706528,8278.360058593751,0.06778352947748711,109.58981902812249,-210.1494140625
2015-06-11,7965.35009765625,8163.0498046875,7958.25,8157.2998046875,166200,-0.019582875620068996,0.012188217495185632,8164.030126953125,8265.417553710939,8355.068017578125,8130.255601462692,8206.86312612787,8328.976021628685,34.96941505453595,-87.39885408485588,-58.331830593532814,8578.502309608035,7952.332797813843,8265.417553710939,0.07575775908781031,116.3905322895066,-353.64990234375
2015-06-12,7982.89990234375,7995.60009765625,7940.2998046875,7959.85009765625,136600,0.0022032684655837187,0.010747930233358334,8118.955078125001,8251.445068359375,8347.8980078125,8103.463656168338,8185.533295291287,8315.404409107707,36.18239762433251,-94.29801822328864,-65.52506811948398,8589.08611409801,7913.80402262074,8251.445068359375,0.08183803998970761,112.02694376659542,-450.75048828125
2015-06-15,8013.89990234375,8057.7001953125,7944.85009765625,7986.60009765625,133000,0.003883300602441242,0.011033628283544542,8077.005029296875,8233.457543945311,8338.330009765625,8087.17933729114,8169.187257867712,8303.580702960102,38.369196389533435,-96.15579048874679,-71.65121259333654,8581.846181838455,7885.068906052167,8233.457543945311,0.08462754220414741,112.08574047299932,-419.50048828125
2015-06-16,8047.2998046875,8061.85009765625,7952.35009765625,8004.2001953125,124000,0.004167746384501569,0.009243593644004306,8058.089990234375,8217.540014648437,8329.456005859374,8079.928513181387,8157.5789289934055,8293.530471655295,40.7258818595416,-93.85113791159984,-76.09119765698921,8569.569306104913,7865.510723191962,8217.540014648437,0.08567753630136384,111.90104472492794,-189.150390625
2015-06-17,8091.5498046875,8136.85009765625,8048.9501953125,8084.2001953125,152500,0.005498738840850059,0.008802621569291166,8053.734960937501,8200.955004882813,8319.562001953125,8082.041475273407,8151.2904409642715,8285.60966118597,43.79244056688918,-87.44605526099531,-78.36216917779043,8543.29913419687,7858.6108755687565,8200.955004882813,0.08348884467972975,110.30456245662953,-43.55029296875
2015-06-18,8174.60009765625,8186.89990234375,8101.7998046875,8113.7001953125,144800,0.010263830165222254,0.009437395388169545,8058.12998046875,8188.635009765626,8309.855996093751,8098.87031570665,8153.510408268269,8281.256344969119,49.1135358311573,-74.80619727499834,-77.65097479723202,8514.998312116048,7862.271707415204,8188.635009765626,0.07971128325079978,109.23638639945956,43.9501953125
2015-06-19,8224.9501953125,8250.7998046875,8195.650390625,8201.150390625,147100,0.006159334653041526,0.009543244939175417,8069.154980468751,8176.935009765625,8301.149003906248,8121.793930180441,8160.314197510576,8279.04826066886,52.07567938985774,-60.034150352991674,-74.12760990838396,8478.316903361096,7875.553116170156,8176.935009765625,0.07371512510140607,106.8766235874446,110.25
2015-06-22,8353.099609375,8369.4501953125,8257.400390625,8259.2998046875,122700,0.015580570218593381,0.009777185383743269,8100.049951171876,8176.0774902343765,8293.92298828125,8163.849508215814,8178.674712926236,8281.952235127925,58.67000216503944,-37.5537141743207,-66.81283076157132,8475.232806838854,7876.9221736299,8176.0774902343765,0.07317819992821563,109.56400761691285,308.94970703125
2015-06-23,8381.5498046875,8398.4501953125,8334.9501953125,8377.4501953125,131700,0.003405944696333929,0.009511569900878711,8135.9649414062515,8178.187500000002,8285.987988281251,8203.431380301576,8197.996150236831,8285.858022169477,59.986364826068545,-17.243343021666078,-56.898933213590276,8482.738277269798,7873.636722730205,8178.187500000002,0.07447879552035129,106.27372135856194,359.14990234375
2015-06-24,8360.849609375,8421.349609375,8338.900390625,8399.400390625,130100,-0.002469733616678238,0.009249790148166102,8159.604882812501,8179.5,8277.59798828125,8232.052876496744,8213.506003488084,8288.798868726557,58.52576532391138,-2.7854513683414552,-46.07623684454052,8487.099990011451,7871.900009988549,8179.5,0.07521241885480803,104.5719711722361,236.3994140625
2015-06-25,8398.0,8423.150390625,8329.5,8336.25,201200,0.00444337505883885,0.004815191482992359,8202.869873046877,8183.45,8268.87798828125,8262.225080770062,8231.076860298743,8293.081266031399,60.38982163027634,11.53726358219319,-34.553536759193776,8500.477072000736,7866.422927999262,8183.45,0.07748005352283865,103.79185827600496,432.64990234375
2015-06-26,8381.099609375,8408.5498046875,8339.7001953125,8393.9501953125,110600,-0.0020124304149797823,0.0052798809478962995,8242.68984375,8180.8224609375,8262.365976562502,8283.838631425506,8245.364741163148,8296.532965770364,59.08874330795349,21.279105803185303,-23.38700824671796,8489.889421557653,7871.7555003173475,8180.8224609375,0.07555889694365388,101.29598335450461,398.19970703125
2015-06-29,8318.400390625,8329.4501953125,8195.650390625,8247.0498046875,132000,-0.00748102536329065,0.0065832726993813,8273.139892578125,8175.0724609375,8256.613984375,8290.122587643596,8252.320517302373,8297.390511843096,54.40564050243887,23.667459257771043,-13.976114745820162,8468.223099551858,7881.921822323143,8175.0724609375,0.07171817498012487,107.30692873989715,304.50048828125
2015-06-30,8368.5,8378.0,8298.9501953125,8316.349609375,158500,0.006022745602803914,0.006622194728176265,8305.259912109375,8181.674951171875,8255.0219921875,8304.373026253852,8263.385229940242,8300.179119221799,57.31665443680061,29.26551175201712,-5.327789446252706,8486.367130407487,7876.982771936264,8181.674951171875,0.0744816143525648,105.28856273615449,321.2001953125
2015-07-01,8453.0498046875,8481.599609375,8370.150390625,8376.25,131800,0.01010334046573469,0.006896920231943711,8341.409912109377,8197.572436523438,8256.52798828125,8331.405167787243,8281.448522773315,8306.17404806359,61.75453914956755,40.0626539746936,3.750299237936556,8524.406623598701,7870.738249448175,8197.572436523438,0.07973926174024078,105.84649463892917,361.5
2015-07-02,8444.900390625,8479.25,8433.2001953125,8471.9501953125,112000,-0.0009640797405430224,0.006748873565821968,8368.439941406252,8213.2849609375,8256.831992187499,8352.040662848653,8297.015367330618,8311.61429679149,61.095178596938354,47.415303266965566,12.483300043742359,8556.383107268604,7870.186814606398,8213.2849609375,0.08354711859210603,101.57530249954138,270.30029296875
2015-07-03,8484.900390625,8497.75,8424.150390625,8440.099609375,88400,0.004736586359787687,0.006696192130239324,8394.4349609375,8231.794970703126,8258.564003906251,8376.196976989806,8314.90917907294,8318.409829883,63.173591059723854,55.826463786357635,21.151932792265416,8592.016008685947,7871.573932720305,8231.794970703126,0.08751943877728834,99.57703870493128,259.9501953125
2015-07-06,8522.150390625,8533.150390625,8386.150390625,8386.150390625,101500,0.004390151714822377,0.005139668927391583,8411.3400390625,8255.694995117188,8262.90201171875,8402.733961287113,8334.646437315992,8326.39965579445,65.04630880648259,64.75171531823253,29.87188929745884,8626.761043099374,7884.628947135003,8255.694995117188,0.08989335197137287,102.96439308315048,169.05078125
2015-07-07,8510.7998046875,8561.349609375,8483.849609375,8525.5,122200,-0.0013318922357890006,0.00521527235118103,8424.2650390625,8280.114990234375,8268.842011718749,8422.38229645082,8351.422948494232,8333.631034182414,63.97866879443682,70.10106262234149,37.917723962435375,8650.819212565637,7909.410767903112,8280.114990234375,0.08954083917155099,101.14550786292546,129.25
2015-07-08,8363.0498046875,8457.5,8341.400390625,8439.2001953125,188100,-0.01736029555278973,0.007915331248238937,8424.485058593751,8292.044970703126,8270.391015625,8411.59457067567,8352.530268131686,8334.784711457123,52.011409524330126,61.70694939767054,42.675569049482405,8656.968283064614,7927.121658341637,8292.044970703126,0.08801768771173098,106.02078687718078,2.2001953125
